token,(n)heads_token,freq,mark,note,ex_ref,ex,ex_node,ex_verse
ב.ה.ראשׁונה,ב,2,g,,2_Samuel 7:10,בָּרִאשֹׁונָֽה׃ ,745994,וְשַׂמְתִּ֣י מָ֠קֹום לְעַמִּ֨י לְיִשְׂרָאֵ֤ל וּנְטַעְתִּיו֙ וְשָׁכַ֣ן תַּחְתָּ֔יו וְלֹ֥א יִרְגַּ֖ז עֹ֑וד וְלֹֽא־יֹסִ֤יפוּ בְנֵֽי־עַוְלָה֙ לְעַנֹּותֹ֔ו כַּאֲשֶׁ֖ר בָּרִאשֹׁונָֽה׃ 
ב.ה.ראשׁנה,ב,7,g,,Joshua 8:33,בָּרִאשֹׁנָֽה׃ ,718365,וְכָל־יִשְׂרָאֵ֡ל וּזְקֵנָ֡יו וְשֹׁטְרִ֣ים׀ וְשֹׁפְטָ֡יו עֹמְדִ֣ים מִזֶּ֣ה׀ וּמִזֶּ֣ה׀ לָאָרֹ֡ון נֶגֶד֩ הַכֹּהֲנִ֨ים הַלְוִיִּ֜ם נֹשְׂאֵ֣י׀ אֲרֹ֣ון בְּרִית־יְהוָ֗ה כַּגֵּר֙ כָּֽאֶזְרָ֔ח חֶצְיֹו֙ אֶל־מ֣וּל הַר־גְּרִזִ֔ים וְהַֽחֶצְיֹ֖ו אֶל־מ֣וּל הַר־עֵיבָ֑ל כַּאֲשֶׁ֨ר צִוָּ֜ה מֹשֶׁ֣ה עֶֽבֶד־יְהוָ֗ה לְבָרֵ֛ךְ אֶת־הָעָ֥ם יִשְׂרָאֵ֖ל בָּרִאשֹׁנָֽה׃ 
ב.ה.רביעי,ב,1,g,,Ezekiel 1:1,בָּֽרְבִיעִי֙ ,806721,וַיְהִ֣י׀ בִּשְׁלֹשִׁ֣ים שָׁנָ֗ה בָּֽרְבִיעִי֙ בַּחֲמִשָּׁ֣ה לַחֹ֔דֶשׁ וַאֲנִ֥י בְתֹֽוךְ־הַגֹּולָ֖ה עַל־נְהַר־כְּבָ֑ר נִפְתְּחוּ֙ הַשָּׁמַ֔יִם וָאֶרְאֶ֖ה מַרְאֹ֥ות אֱלֹהִֽים׃ 
ב.ה.שׁביעי.ב.חמשׁה.עשׂר.יום.ל.ה.חדשׁ,ב,1,g,,Ezekiel 45:25,בַּשְּׁבִיעִ֡י בַּחֲמִשָּׁה֩ עָשָׂ֨ר יֹ֤ום לַחֹ֨דֶשׁ֙ ,821587,בַּשְּׁבִיעִ֡י בַּחֲמִשָּׁה֩ עָשָׂ֨ר יֹ֤ום לַחֹ֨דֶשׁ֙ בֶּחָ֔ג יַעֲשֶׂ֥ה כָאֵ֖לֶּה שִׁבְעַ֣ת הַיָּמִ֑ים כַּֽחַטָּאת֙ כָּעֹלָ֔ה וְכַמִּנְחָ֖ה וְכַשָּֽׁמֶן׃ ס 
ב.ה.שׁביעי.ב.עשׂרים.ו.אחד.ל.ה.חדשׁ,ב,1,g,,Haggai 2:1,בַּשְּׁבִיעִ֕י בְּעֶשְׂרִ֥ים וְאֶחָ֖ד לַחֹ֑דֶשׁ ,831566,בַּשְּׁבִיעִ֕י בְּעֶשְׂרִ֥ים וְאֶחָ֖ד לַחֹ֑דֶשׁ הָיָה֙ דְּבַר־יְהוָ֔ה בְּיַד־חַגַּ֥י הַנָּבִ֖יא לֵאמֹֽר׃ 
ב.ה.שׁבעית,ב,1,g,,1_Kings 18:44,בַּשְּׁבִעִ֔ית ,761821,וַֽיְהִי֙ בַּשְּׁבִעִ֔ית וַיֹּ֗אמֶר הִנֵּה־עָ֛ב קְטַנָּ֥ה כְּכַף־אִ֖ישׁ עֹלָ֣ה מִיָּ֑ם וַיֹּ֗אמֶר עֲלֵ֨ה אֱמֹ֤ר אֶל־אַחְאָב֙ אֱסֹ֣ר וָרֵ֔ד וְלֹ֥א יַעַצָרְכָ֖ה הַגָּֽשֶׁם׃ 
ב.ה.שׁבעת,ב,1,g,,Exodus 21:2,בַ֨שְּׁבִעִ֔ת ,676319,כִּ֤י תִקְנֶה֙ עֶ֣בֶד עִבְרִ֔י שֵׁ֥שׁ שָׁנִ֖ים יַעֲבֹ֑ד וּבַ֨שְּׁבִעִ֔ת יֵצֵ֥א לַֽחָפְשִׁ֖י חִנָּֽם׃ 
ב.ה.שׁבת,ב,2,g,,Nehemiah 13:15,בַּשַּׁבָּ֡ת ,887176,בַּיָּמִ֣ים הָהֵ֡מָּה רָאִ֣יתִי בִֽיהוּדָ֣ה׀ דֹּֽרְכִֽים־גִּתֹּ֣ות׀ בַּשַּׁבָּ֡ת וּמְבִיאִ֣ים הָעֲרֵמֹ֣ות וְֽעֹמְסִ֪ים עַל־הַחֲמֹרִ֟ים וְאַף־יַ֜יִן עֲנָבִ֤ים וּתְאֵנִים֙ וְכָל־מַשָּׂ֔א וּמְבִיאִ֥ים יְרוּשָׁלִַ֖ם בְּיֹ֣ום הַשַּׁבָּ֑ת וָאָעִ֕יד בְּיֹ֖ום מִכְרָ֥ם צָֽיִד׃ 
ב.ה.שׁבת.ו.ב.יום.קדשׁ,ב.ב,1,g,,Nehemiah 10:32,בַּשַּׁבָּ֖ת וּבְיֹ֣ום קֹ֑דֶשׁ ,886483,וְעַמֵּ֣י הָאָ֡רֶץ הַֽמְבִיאִים֩ אֶת־הַמַּקָּחֹ֨ות וְכָל־שֶׁ֜בֶר בְּיֹ֤ום הַשַּׁבָּת֙ לִמְכֹּ֔ור לֹא־נִקַּ֥ח מֵהֶ֛ם בַּשַּׁבָּ֖ת וּבְיֹ֣ום קֹ֑דֶשׁ וְנִטֹּ֛שׁ אֶת־הַשָּׁנָ֥ה הַשְּׁבִיעִ֖ית וּמַשָּׁ֥א כָל־יָֽד׃ 
ב.ה.שׁבתות.ו.ב.ה.חדשׁים,ב.ב,1,g,,Ezekiel 46:3,בַּשַּׁבָּתֹ֖ות וּבֶחֳדָשִׁ֑ים ,821634,וְהִשְׁתַּחֲו֣וּ עַם־הָאָ֗רֶץ פֶּ֚תַח הַשַּׁ֣עַר הַה֔וּא בַּשַּׁבָּתֹ֖ות וּבֶחֳדָשִׁ֑ים לִפְנֵ֖י יְהוָֽה׃ 
ב.ה.שׁחר,ב,1,g,,Hosea 10:15,בַּשַּׁ֕חַר ,824185,כָּ֗כָה עָשָׂ֤ה לָכֶם֙ בֵּֽית־אֵ֔ל מִפְּנֵ֖י רָעַ֣ת רָֽעַתְכֶ֑ם בַּשַּׁ֕חַר נִדְמֹ֥ה נִדְמָ֖ה מֶ֥לֶךְ יִשְׂרָאֵֽל׃ 
ב.ה.שׁלישׁי,ב,1,g,,Ezekiel 31:1,בַּשְּׁלִישִׁ֖י ,816441,וַיְהִ֗י בְּאַחַ֤ת עֶשְׂרֵה֙ שָׁנָ֔ה בַּשְּׁלִישִׁ֖י בְּאֶחָ֣ד לַחֹ֑דֶשׁ הָיָ֥ה דְבַר־יְהוָ֖ה אֵלַ֥י לֵאמֹֽר׃ 
ב.ה.שׁמים.ו.ב.ה.ארץ,ב.ב,1,b,bad phrase function (not a time phrase); good heads,Psalms 113:6,בַּשָּׁמַ֥יִם וּבָאָֽרֶץ׃ ,849296,הַֽמַּשְׁפִּילִ֥י לִרְאֹ֑ות בַּשָּׁמַ֥יִם וּבָאָֽרֶץ׃ 
ב.ה.שׁנה,ב,4,g,,Nehemiah 10:33,בַּשָּׁנָ֑ה ,886494,וְהֶעֱמַ֤דְנוּ עָלֵ֨ינוּ֙ מִצְוֹ֔ת לָתֵ֥ת עָלֵ֛ינוּ שְׁלִשִׁ֥ית הַשֶּׁ֖קֶל בַּשָּׁנָ֑ה לַעֲבֹדַ֖ת בֵּ֥ית אֱלֹהֵֽינוּ׃ 
ב.ה.שׁנה.ה.אחת.עשׂרה.ב.ירח.בול,ב,1,g,,1_Kings 6:38,בַשָּׁנָה֩ הָאַחַ֨ת עֶשְׂרֵ֜ה בְּיֶ֣רַח בּ֗וּל ,756022,וּבַשָּׁנָה֩ הָאַחַ֨ת עֶשְׂרֵ֜ה בְּיֶ֣רַח בּ֗וּל ה֚וּא הַחֹ֣דֶשׁ הַשְּׁמִינִ֔י כָּלָ֣ה הַבַּ֔יִת לְכָל־דְּבָרָ֖יו וּלְכָל־מִשְׁפָּטָ֑יו וַיִּבְנֵ֖הוּ שֶׁ֥בַע שָׁנִֽים׃ 
ב.ה.שׁנה.ה.הוא,ב,2,g,,Genesis 47:17,בַּשָּׁנָ֖ה הַהִֽוא׃ ,668356,וַיָּבִ֣יאוּ אֶת־מִקְנֵיהֶם֮ אֶל־יֹוסֵף֒ וַיִּתֵּ֣ן לָהֶם֩ יֹוסֵ֨ף לֶ֜חֶם בַּסּוּסִ֗ים וּבְמִקְנֵ֥ה הַצֹּ֛אן וּבְמִקְנֵ֥ה הַבָּקָ֖ר וּבַחֲמֹרִ֑ים וַיְנַהֲלֵ֤ם בַּלֶּ֨חֶם֙ בְּכָל־מִקְנֵהֶ֔ם בַּשָּׁנָ֖ה הַהִֽוא׃ 
ב.ה.שׁנה.ה.היא,ב,3,g,,Judges 10:8,בַּשָּׁנָ֖ה הַהִ֑יא ,727017,וַֽיִּרְעֲצ֤וּ וַיְרֹֽצְצוּ֙ אֶת־בְּנֵ֣י יִשְׂרָאֵ֔ל בַּשָּׁנָ֖ה הַהִ֑יא שְׁמֹנֶ֨ה עֶשְׂרֵ֜ה שָׁנָ֗ה אֶֽת־כָּל־בְּנֵ֤י יִשְׂרָאֵל֙ אֲשֶׁר֙ בְּעֵ֣בֶר הַיַּרְדֵּ֔ן בְּאֶ֥רֶץ הָאֱמֹרִ֖י אֲשֶׁ֥ר בַּגִּלְעָֽד׃ 
ב.ה.שׁנה.ה.היא.ב.ה.חדשׁ.ה.שׁביעי,ב,1,g,,Jeremiah 28:17,בַּשָּׁנָ֣ה הַהִ֑יא בַּחֹ֖דֶשׁ הַשְּׁבִיעִֽי׃ פ ,798128,וַיָּ֛מָת חֲנַנְיָ֥ה הַנָּבִ֖יא בַּשָּׁנָ֣ה הַהִ֑יא בַּחֹ֖דֶשׁ הַשְּׁבִיעִֽי׃ פ 
ב.ה.שׁנה.ה.היא.ב.ראשׁית.ממלכת.צדקיה.מלך.יהודה,ב,1,g,,Jeremiah 28:1,בַּשָּׁנָ֣ה הַהִ֗יא בְּרֵאשִׁית֙ מַמְלֶ֨כֶת֙ צִדְקִיָּ֣ה מֶֽלֶךְ־יְהוּדָ֔ה ,797941,וַיְהִ֣י׀ בַּשָּׁנָ֣ה הַהִ֗יא בְּרֵאשִׁית֙ מַמְלֶ֨כֶת֙ צִדְקִיָּ֣ה מֶֽלֶךְ־יְהוּדָ֔ה בַּשָּׁנָה֙ הָֽרְבִעִ֔ית בַּחֹ֖דֶשׁ הַחֲמִישִׁ֑י אָמַ֣ר אֵלַ֡י חֲנַנְיָה֩ בֶן־עַזּ֨וּר הַנָּבִ֜יא אֲשֶׁ֤ר מִגִּבְעֹון֙ בְּבֵ֣ית יְהוָ֔ה לְעֵינֵ֧י הַכֹּהֲנִ֛ים וְכָל־הָעָ֖ם לֵאמֹֽר׃ 
ב.ה.שׁנה.ה.חמישׁית.ל.ה.מלך.רחבעם,ב,2,g,,1_Kings 14:25,בַּשָּׁנָ֥ה הַחֲמִישִׁ֖ית לַמֶּ֣לֶךְ רְחַבְעָ֑ם ,760016,וַיְהִ֛י בַּשָּׁנָ֥ה הַחֲמִישִׁ֖ית לַמֶּ֣לֶךְ רְחַבְעָ֑ם עָלָ֛ה שִׁישַׁ֥ק מֶֽלֶךְ־מִצְרַ֖יִם עַל־יְרוּשָׁלִָֽם׃ 
ב.ה.שׁנה.ה.חמישׁת,ב,1,g,,Leviticus 19:25,בַשָּׁנָ֣ה הַחֲמִישִׁ֗ת ,689102,וּבַשָּׁנָ֣ה הַחֲמִישִׁ֗ת תֹּֽאכְלוּ֙ אֶת־פִּרְיֹ֔ו לְהֹוסִ֥יף לָכֶ֖ם תְּבוּאָתֹ֑ו אֲנִ֖י יְהוָ֥ה אֱלֹהֵיכֶֽם׃ 
ב.ה.שׁנה.ה.חמשׁית.ל.יהויקים.בן.יאשׁיהו.מלך.יהודה,ב,1,g,,Jeremiah 36:9,בַשָּׁנָ֣ה הַ֠חֲמִשִׁית לִיהֹויָקִ֨ים בֶּן־יֹאשִׁיָּ֤הוּ מֶֽלֶךְ־יְהוּדָה֙ ,800928,וַיְהִ֣י בַשָּׁנָ֣ה הַ֠חֲמִשִׁית לִיהֹויָקִ֨ים בֶּן־יֹאשִׁיָּ֤הוּ מֶֽלֶךְ־יְהוּדָה֙ בַּחֹ֣דֶשׁ הַתְּשִׁעִ֔י קָרְא֨וּ צֹ֜ום לִפְנֵ֧י יְהוָ֛ה כָּל־הָעָ֖ם בִּירֽוּשָׁלִָ֑ם וְכָל־הָעָ֗ם הַבָּאִ֛ים מֵעָרֵ֥י יְהוּדָ֖ה בִּירוּשָׁלִָֽם׃ 
ב.ה.שׁנה.ה.עשׂירית,ב,1,g,,Ezekiel 29:1,בַּשָּׁנָה֙ הָעֲשִׂירִ֔ית ,815861,בַּשָּׁנָה֙ הָעֲשִׂירִ֔ית בָּעֲשִׂרִ֕י בִּשְׁנֵ֥ים עָשָׂ֖ר לַחֹ֑דֶשׁ הָיָ֥ה דְבַר־יְהוָ֖ה אֵלַ֥י לֵאמֹֽר׃ 
ב.ה.שׁנה.ה.ראשׁונה.ב.ה.חדשׁ.ה.ראשׁון,ב,1,g,,2_Chronicles 29:3,בַשָּׁנָה֩ הָרִאשֹׁונָ֨ה בַּחֹ֣דֶשׁ הָרִאשֹׁ֗ון ,902042,ה֣וּא בַשָּׁנָה֩ הָרִאשֹׁונָ֨ה לְמָלְכֹ֜ו בַּחֹ֣דֶשׁ הָרִאשֹׁ֗ון פָּתַ֛ח אֶת־דַּלְתֹ֥ות בֵּית־יְהוָ֖ה וַֽיְחַזְּקֵֽם׃ 
ב.ה.שׁנה.ה.רביעית,ב,1,g,,1_Kings 6:37,בַּשָּׁנָה֙ הָֽרְבִיעִ֔ית ,756017,בַּשָּׁנָה֙ הָֽרְבִיעִ֔ית יֻסַּ֖ד בֵּ֣ית יְהוָ֑ה בְּיֶ֖רַח זִֽו׃ 
ב.ה.שׁנה.ה.רביעית.ב.חדשׁ.זו,ב,1,g,,1_Kings 6:1,בַּשָּׁנָ֨ה הָרְבִיעִ֜ית בְּחֹ֣דֶשׁ זִ֗ו ,755680,וַיְהִ֣י בִשְׁמֹונִ֣ים שָׁנָ֣ה וְאַרְבַּ֣ע מֵאֹ֣ות שָׁנָ֡ה לְצֵ֣את בְּנֵֽי־יִשְׂרָאֵ֣ל מֵאֶֽרֶץ־מִצְרַיִם֩ בַּשָּׁנָ֨ה הָרְבִיעִ֜ית בְּחֹ֣דֶשׁ זִ֗ו ה֚וּא הַחֹ֣דֶשׁ הַשֵּׁנִ֔י לִמְלֹ֥ךְ שְׁלֹמֹ֖ה עַל־יִשְׂרָאֵ֑ל וַיִּ֥בֶן הַבַּ֖יִת לַיהוָֽה׃ 
ב.ה.שׁנה.ה.רביעית.ל.ה.מלך.חזקיהו,ב,1,g,,2_Kings 18:9,בַּשָּׁנָ֤ה הָֽרְבִיעִית֙ לַמֶּ֣לֶךְ חִזְקִיָּ֔הוּ ,771299,וַֽיְהִ֞י בַּשָּׁנָ֤ה הָֽרְבִיעִית֙ לַמֶּ֣לֶךְ חִזְקִיָּ֔הוּ הִ֚יא הַשָּׁנָ֣ה הַשְּׁבִיעִ֔ית לְהֹושֵׁ֥עַ בֶּן־אֵלָ֖ה מֶ֣לֶךְ יִשְׂרָאֵ֑ל עָלָ֞ה שַׁלְמַנְאֶ֧סֶר מֶֽלֶךְ־אַשּׁ֛וּר עַל־שֹׁמְרֹ֖ון וַיָּ֥צַר עָלֶֽיהָ׃ 
ב.ה.שׁנה.ה.רביעת,ב,1,g,,Leviticus 19:24,בַשָּׁנָה֙ הָרְבִיעִ֔ת ,689095,וּבַשָּׁנָה֙ הָרְבִיעִ֔ת יִהְיֶ֖ה כָּל־פִּרְיֹ֑ו קֹ֥דֶשׁ הִלּוּלִ֖ים לַיהוָֽה׃ 
ב.ה.שׁנה.ה.רביעת.ל.יהויקים.בן.יאשׁיהו.מלך.יהודה,ב,1,g,,Jeremiah 36:1,בַּשָּׁנָ֣ה הָרְבִיעִ֔ת לִיהֹויָקִ֥ים בֶּן־יֹאשִׁיָּ֖הוּ מֶ֣לֶךְ יְהוּדָ֑ה ,800820,וַֽיְהִי֙ בַּשָּׁנָ֣ה הָרְבִיעִ֔ת לִיהֹויָקִ֥ים בֶּן־יֹאשִׁיָּ֖הוּ מֶ֣לֶךְ יְהוּדָ֑ה הָיָ֞ה הַדָּבָ֤ר הַזֶּה֙ אֶֽל־יִרְמְיָ֔הוּ מֵאֵ֥ת יְהוָ֖ה לֵאמֹֽר׃ 
ב.ה.שׁנה.ה.רבעית.ל.יהויקים.בן.יאשׁיהו.מלך.יהודה,ב,2,g,,Jeremiah 45:1,בַּשָּׁנָה֙ הָֽרְבִעִ֔ית לִיהֹויָקִ֧ים בֶּן־יֹאשִׁיָּ֛הוּ מֶ֥לֶךְ יְהוּדָ֖ה ,803671,הַדָּבָ֗ר אֲשֶׁ֤ר דִּבֶּר֙ יִרְמְיָ֣הוּ הַנָּבִ֔יא אֶל־בָּר֖וּךְ בֶּֽן־נֵֽרִיָּ֑ה בְּכָתְבֹו֩ אֶת־הַדְּבָרִ֨ים הָאֵ֤לֶּה עַל־סֵ֨פֶר֙ מִפִּ֣י יִרְמְיָ֔הוּ בַּשָּׁנָה֙ הָֽרְבִעִ֔ית לִיהֹויָקִ֧ים בֶּן־יֹאשִׁיָּ֛הוּ מֶ֥לֶךְ יְהוּדָ֖ה לֵאמֹֽר׃ ס 
ב.ה.שׁנה.ה.שׁביעית,ב,2,g,,Ezekiel 20:1,בַּשָּׁנָ֣ה הַשְּׁבִיעִ֗ית ,812471,וַיְהִ֣י׀ בַּשָּׁנָ֣ה הַשְּׁבִיעִ֗ית בַּֽחֲמִשִׁי֙ בֶּעָשֹׂ֣ור לַחֹ֔דֶשׁ בָּ֧אוּ אֲנָשִׁ֛ים מִזִּקְנֵ֥י יִשְׂרָאֵ֖ל לִדְרֹ֣שׁ אֶת־יְהוָ֑ה וַיֵּשְׁב֖וּ לְפָנָֽי׃ ס 
ב.ה.שׁנה.ה.שׁביעת,ב,3,g,,Deuteronomy 15:12,בַשָּׁנָה֙ הַשְּׁבִיעִ֔ת ,709427,כִּֽי־יִמָּכֵ֨ר לְךָ֜ אָחִ֣יךָ הָֽעִבְרִ֗י אֹ֚ו הָֽעִבְרִיָּ֔ה וַעֲבָֽדְךָ֖ שֵׁ֣שׁ שָׁנִ֑ים וּבַשָּׁנָה֙ הַשְּׁבִיעִ֔ת תְּשַׁלְּחֶ֥נּוּ חָפְשִׁ֖י מֵעִמָּֽךְ׃ 
ב.ה.שׁנה.ה.שׁבעית,ב,1,g,,2_Chronicles 23:1,בַשָּׁנָ֨ה הַשְּׁבִעִ֜ית ,900262,וּבַשָּׁנָ֨ה הַשְּׁבִעִ֜ית הִתְחַזַּ֣ק יְהֹויָדָ֗ע וַיִּקַּ֣ח אֶת־שָׂרֵ֣י הַמֵּאֹ֡ות לַעֲזַרְיָ֣הוּ בֶן־יְרֹחָ֡ם וּלְיִשְׁמָעֵ֣אל בֶּן־יְ֠הֹוחָנָן וְלַֽעֲזַרְיָ֨הוּ בֶן־עֹובֵ֜ד וְאֶת־מַעֲשֵׂיָ֧הוּ בֶן־עֲדָיָ֛הוּ וְאֶת־אֱלִישָׁפָ֥ט בֶּן־זִכְרִ֖י עִמֹּ֥ו בַבְּרִֽית׃ 
ב.ה.שׁנה.ה.שׁלישׁית,ב,4,g,,Isaiah 37:30,בַשָּׁנָ֣ה הַשְּׁלִישִׁ֗ית ,782011,וְזֶה־לְּךָ֣ הָאֹ֔ות אָכֹ֤ול הַשָּׁנָה֙ סָפִ֔יחַ וּבַשָּׁנָ֥ה הַשֵּׁנִ֖ית שָׁחִ֑יס וּבַשָּׁנָ֣ה הַשְּׁלִישִׁ֗ית זִרְע֧וּ וְקִצְר֛וּ וְנִטְע֥וּ כְרָמִ֖ים וְאִכְל֥וּ פִרְיָֽם׃ 
ב.ה.שׁנה.ה.שׁלישׁת.שׁנת.ה.מעשׂר,ב,1,g,,Deuteronomy 26:12,בַּשָּׁנָ֥ה הַשְּׁלִישִׁ֖ת שְׁנַ֣ת הַֽמַּעֲשֵׂ֑ר ,712586,כִּ֣י תְכַלֶּ֞ה לַ֠עְשֵׂר אֶת־כָּל־מַעְשַׂ֧ר תְּבוּאָתְךָ֛ בַּשָּׁנָ֥ה הַשְּׁלִישִׁ֖ת שְׁנַ֣ת הַֽמַּעֲשֵׂ֑ר וְנָתַתָּ֣ה לַלֵּוִ֗י לַגֵּר֙ לַיָּתֹ֣ום וְלָֽאַלְמָנָ֔ה וְאָכְל֥וּ בִשְׁעָרֶ֖יךָ וְשָׂבֵֽעוּ׃ 
ב.ה.שׁנה.ה.שׁנית,ב,6,g,,Exodus 40:17,בַּשָּׁנָ֥ה הַשֵּׁנִ֖ית ,682555,וַיְהִ֞י בַּחֹ֧דֶשׁ הָרִאשֹׁ֛ון בַּשָּׁנָ֥ה הַשֵּׁנִ֖ית בְּאֶחָ֣ד לַחֹ֑דֶשׁ הוּקַ֖ם הַמִּשְׁכָּֽן׃ 
ב.ה.שׁנה.ה.שׁנית.ב.ה.חדשׁ.ה.שׁני.ב.עשׂרים.ב.ה.חדשׁ,ב,1,g,,Numbers 10:11,בַּשָּׁנָ֧ה הַשֵּׁנִ֛ית בַּחֹ֥דֶשׁ הַשֵּׁנִ֖י בְּעֶשְׂרִ֣ים בַּחֹ֑דֶשׁ ,695277,וַיְהִ֞י בַּשָּׁנָ֧ה הַשֵּׁנִ֛ית בַּחֹ֥דֶשׁ הַשֵּׁנִ֖י בְּעֶשְׂרִ֣ים בַּחֹ֑דֶשׁ נַעֲלָה֙ הֶֽעָנָ֔ן מֵעַ֖ל מִשְׁכַּ֥ן הָעֵדֻֽת׃ 
ב.ה.שׁנה.ה.שׁנית.ו.ה.שׁלשׁית,ב,1,g,,2_Chronicles 27:5,בַשָּׁנָ֥ה הַשֵּׁנִ֖ית וְהַשְּׁלִשִֽׁית׃ ,901653,וְ֠הוּא נִלְחַ֞ם עִם־מֶ֣לֶךְ בְּנֵי־עַמֹּון֮ וַיֶּחֱזַ֣ק עֲלֵיהֶם֒ וַיִּתְּנוּ־לֹ֨ו בְנֵֽי־עַמֹּ֜ון בַּשָּׁנָ֣ה הַהִ֗יא מֵאָה֙ כִּכַּר־כֶּ֔סֶף וַעֲשֶׂ֨רֶת אֲלָפִ֤ים כֹּרִים֙ חִטִּ֔ים וּשְׂעֹורִ֖ים עֲשֶׂ֣רֶת אֲלָפִ֑ים זֹ֗את הֵשִׁ֤יבוּ לֹו֙ בְּנֵ֣י עַמֹּ֔ון ס וּבַשָּׁנָ֥ה הַשֵּׁנִ֖ית וְהַשְּׁלִשִֽׁית׃ 
ב.ה.שׁנה.ה.שׁשׁית,ב,2,g,,Ezekiel 8:1,בַּשָּׁנָ֣ה הַשִּׁשִּׁ֗ית ,808601,וַיְהִ֣י׀ בַּשָּׁנָ֣ה הַשִּׁשִּׁ֗ית בַּשִּׁשִּׁי֙ בַּחֲמִשָּׁ֣ה לַחֹ֔דֶשׁ אֲנִי֙ יֹושֵׁ֣ב בְּבֵיתִ֔י וְזִקְנֵ֥י יְהוּדָ֖ה יֹושְׁבִ֣ים לְפָנָ֑י וַתִּפֹּ֤ל עָלַי֙ שָׁ֔ם יַ֖ד אֲדֹנָ֥י יְהֹוִֽה׃ 
ב.ה.שׁנה.ה.תשׁיעית,ב,1,g,,Ezekiel 24:1,בַּשָּׁנָ֤ה הַתְּשִׁיעִית֙ ,814473,וַיְהִי֩ דְבַר־יְהוָ֨ה אֵלַ֜י בַּשָּׁנָ֤ה הַתְּשִׁיעִית֙ בַּחֹ֣דֶשׁ הָעֲשִׂירִ֔י בֶּעָשֹׂ֥ור לַחֹ֖דֶשׁ לֵאמֹֽר׃ 
ב.ה.שׁנה.ה.תשׁעית.ב.ה.חדשׁ.ה.עשׂירי.ב.ה.עשׂור.ל.ה.חדשׁ,ב,1,g,,Jeremiah 52:4,בַשָּׁנָ֨ה הַתְּשִׁעִ֜ית בַּחֹ֣דֶשׁ הָעֲשִׂירִי֮ בֶּעָשֹׂ֣ור לַחֹדֶשׁ֒ ,806419,וַיְהִי֩ בַשָּׁנָ֨ה הַתְּשִׁעִ֜ית לְמָלְכֹ֗ו בַּחֹ֣דֶשׁ הָעֲשִׂירִי֮ בֶּעָשֹׂ֣ור לַחֹדֶשׁ֒ בָּ֠א נְבוּכַדְרֶאצַּ֨ר מֶֽלֶךְ־בָּבֶ֜ל ה֤וּא וְכָל־חֵילֹו֙ עַל־יְר֣וּשָׁלִַ֔ם וַֽיַּחֲנ֖וּ עָלֶ֑יהָ וַיִּבְנ֥וּ עָלֶ֛יהָ דָּיֵ֖ק סָבִֽיב׃ 
ב.ה.שׁנה.ה.תשׁעית.ל.צדקיהו.מלך.יהודה.ב.ה.חדשׁ.ה.עשׂרי,ב,1,g,,Jeremiah 39:1,בַּשָּׁנָ֣ה הַ֠תְּשִׁעִית לְצִדְקִיָּ֨הוּ מֶלֶךְ־יְהוּדָ֜ה בַּחֹ֣דֶשׁ הָעֲשִׂרִ֗י ,801979,בַּשָּׁנָ֣ה הַ֠תְּשִׁעִית לְצִדְקִיָּ֨הוּ מֶלֶךְ־יְהוּדָ֜ה בַּחֹ֣דֶשׁ הָעֲשִׂרִ֗י בָּ֠א נְבוּכַדְרֶאצַּ֨ר מֶֽלֶךְ־בָּבֶ֤ל וְכָל־חֵילֹו֙ אֶל־יְר֣וּשָׁלִַ֔ם וַיָּצֻ֖רוּ עָלֶֽיהָ׃ ס 
ב.ה.שׁנים.ה.אלה,ב,1,g,,2_Chronicles 14:5,בַּשָּׁנִ֣ים הָאֵ֔לֶּה ,898048,וַיִּ֛בֶן עָרֵ֥י מְצוּרָ֖ה בִּיהוּדָ֑ה כִּֽי־שָׁקְטָ֣ה הָאָ֗רֶץ וְאֵין־עִמֹּ֤ו מִלְחָמָה֙ בַּשָּׁנִ֣ים הָאֵ֔לֶּה כִּֽי־הֵנִ֥יחַ יְהוָ֖ה לֹֽו׃ 
ב.ה.שׁנים.עד.שׁנת.ה.יבל,ב,1,?,"how to handle the second prep עד, here? Similar to הלאה. They could be treated as specifications as they probably are in the current dataset. This is not necessarily a bad encoding.",Leviticus 25:52,בַּשָּׁנִ֛ים עַד־שְׁנַ֥ת הַיֹּבֵ֖ל ,691360,וְאִם־מְעַ֞ט נִשְׁאַ֧ר בַּשָּׁנִ֛ים עַד־שְׁנַ֥ת הַיֹּבֵ֖ל וְחִשַּׁב־לֹ֑ו כְּפִ֣י שָׁנָ֔יו יָשִׁ֖יב אֶת־גְּאֻלָּתֹֽו׃ 
ב.ה.שׁנת.ה.עשׂרית.ל.צדקיהו.מלך.יהודה,ב,1,g,,Jeremiah 32:1,בַּשָּׁנָה֙ הָעֲשִׂרִ֔ית לְצִדְקִיָּ֖הוּ מֶ֣לֶךְ יְהוּדָ֑ה ,799389,הַדָּבָ֞ר אֲשֶׁר־הָיָ֤ה אֶֽל־יִרְמְיָ֨הוּ֙ מֵאֵ֣ת יְהוָ֔ה בַּשָּׁנָה֙ הָעֲשִׂרִ֔ית לְצִדְקִיָּ֖הוּ מֶ֣לֶךְ יְהוּדָ֑ה הִ֧יא הַשָּׁנָ֛ה שְׁמֹנֶֽה־עֶשְׂרֵ֥ה שָׁנָ֖ה לִנְבֽוּכַדְרֶאצַּֽר׃ 
