,cl_node,ref,target_ph,xphrase_function,verse_text,cl_text
19320,513077,2_Chronicles 9:8,יִּתֶּנְךָ֤ ,Cmpl,יְהִ֨י יְהוָ֤ה אֱלֹהֶ֨יךָ֙ בָּר֔וּךְ אֲשֶׁ֣ר׀ חָפֵ֣ץ בְּךָ֗ לְתִתְּךָ֤ עַל־כִּסְאֹו֙ לְמֶ֔לֶךְ לַיהוָ֖ה אֱלֹהֶ֑יךָ בְּאַהֲבַ֨ת אֱלֹהֶ֤יךָ אֶת־יִשְׂרָאֵל֙ לְהַעֲמִידֹ֣ו לְעֹולָ֔ם וַיִּתֶּנְךָ֤ עֲלֵיהֶם֙ לְמֶ֔לֶךְ לַעֲשֹׂ֖ות מִשְׁפָּ֥ט וּצְדָקָֽה׃ ,וַיִּתֶּנְךָ֤ עֲלֵיהֶם֙ לְמֶ֔לֶךְ 
15284,481638,Ezekiel 16:54,נִכְלַ֕מְתְּ ,Adju,לְמַ֨עַן֙ תִּשְׂאִ֣י כְלִמָּתֵ֔ךְ וִנִכְלַ֕מְתְּ מִכֹּ֖ל אֲשֶׁ֣ר עָשִׂ֑ית בְּנַחֲמֵ֖ךְ אֹתָֽן׃ ,וִנִכְלַ֕מְתְּ מִכֹּ֖ל 
7313,439683,Leviticus 17:10,יֹאכַ֖ל ,Objc,וְאִ֨ישׁ אִ֜ישׁ מִבֵּ֣ית יִשְׂרָאֵ֗ל וּמִן־הַגֵּר֙ הַגָּ֣ר בְּתֹוכָ֔ם אֲשֶׁ֥ר יֹאכַ֖ל כָּל־דָּ֑ם וְנָתַתִּ֣י פָנַ֗י בַּנֶּ֨פֶשׁ֙ הָאֹכֶ֣לֶת אֶת־הַדָּ֔ם וְהִכְרַתִּ֥י אֹתָ֖הּ מִקֶּ֥רֶב עַמָּֽהּ׃ ,אֲשֶׁ֥ר יֹאכַ֖ל כָּל־דָּ֑ם 
6254,435518,Exodus 18:10,הִצִּיל֙ ,Cmpl,וַיֹּאמֶר֮ יִתְרֹו֒ בָּר֣וּךְ יְהוָ֔ה אֲשֶׁ֨ר הִצִּ֥יל אֶתְכֶ֛ם מִיַּ֥ד מִצְרַ֖יִם וּמִיַּ֣ד פַּרְעֹ֑ה אֲשֶׁ֤ר הִצִּיל֙ אֶת־הָעָ֔ם מִתַּ֖חַת יַד־מִצְרָֽיִם׃ ,אֲשֶׁ֤ר הִצִּיל֙ אֶת־הָעָ֔ם מִתַּ֖חַת יַד־מִצְרָֽיִם׃ 
4857,428332,Genesis 9:23,יָּשִׂ֨ימוּ֙ ,Cmpl,וַיִּקַּח֩ שֵׁ֨ם וָיֶ֜פֶת אֶת־הַשִּׂמְלָ֗ה וַיָּשִׂ֨ימוּ֙ עַל־שְׁכֶ֣ם שְׁנֵיהֶ֔ם וַיֵּֽלְכוּ֙ אֲחֹ֣רַנִּ֔ית וַיְכַסּ֕וּ אֵ֖ת עֶרְוַ֣ת אֲבִיהֶ֑ם וּפְנֵיהֶם֙ אֲחֹ֣רַנִּ֔ית וְעֶרְוַ֥ת אֲבִיהֶ֖ם לֹ֥א רָאֽוּ׃ ,וַיָּשִׂ֨ימוּ֙ עַל־שְׁכֶ֣ם שְׁנֵיהֶ֔ם 
5953,433966,Exodus 4:25,תִּכְרֹת֙ ,Objc,וַתִּקַּ֨ח צִפֹּרָ֜ה צֹ֗ר וַתִּכְרֹת֙ אֶת־עָרְלַ֣ת בְּנָ֔הּ וַתַּגַּ֖ע לְרַגְלָ֑יו וַתֹּ֕אמֶר כִּ֧י חֲתַן־דָּמִ֛ים אַתָּ֖ה לִֽי׃ ,וַתִּכְרֹת֙ אֶת־עָרְלַ֣ת בְּנָ֔הּ 
19770,515268,2_Chronicles 33:7,בָּחַ֨רְתִּי֙ ,Cmpl,וַיָּ֕שֶׂם אֶת־פֶּ֥סֶל הַסֶּ֖מֶל אֲשֶׁ֣ר עָשָׂ֑ה בְּבֵ֣ית הָאֱלֹהִ֗ים אֲשֶׁ֨ר אָמַ֤ר אֱלֹהִים֙ אֶל־דָּוִיד֙ וְאֶל־שְׁלֹמֹ֣ה בְנֹ֔ו בַּבַּ֨יִת הַזֶּ֜ה וּבִֽירוּשָׁלִַ֗ם אֲשֶׁ֤ר בָּחַ֨רְתִּי֙ מִכֹּל֙ שִׁבְטֵ֣י יִשְׂרָאֵ֔ל אָשִׂ֥ים אֶת־שְׁמִ֖י לְעֵילֹֽום׃ ,אֲשֶׁ֤ר בָּחַ֨רְתִּי֙ מִכֹּל֙ שִׁבְטֵ֣י יִשְׂרָאֵ֔ל 
5129,429825,Genesis 24:38,לָקַחְתָּ֥ ,Cmpl,אִם־לֹ֧א אֶל־בֵּית־אָבִ֛י תֵּלֵ֖ךְ וְאֶל־מִשְׁפַּחְתִּ֑י וְלָקַחְתָּ֥ אִשָּׁ֖ה לִבְנִֽי׃ ,וְלָקַחְתָּ֥ אִשָּׁ֖ה לִבְנִֽי׃ 
18766,508822,Nehemiah 4:1,הֵחֵ֥לּוּ ,Subj,וַיְהִ֣י כַאֲשֶׁ֣ר שָׁמַ֣ע סַנְבַלַּ֡ט וְ֠טֹובִיָּה וְהָעַרְבִ֨ים וְהָעַמֹּנִ֜ים וְהָאַשְׁדֹּודִ֗ים כִּֽי־עָלְתָ֤ה אֲרוּכָה֙ לְחֹמֹ֣ות יְרוּשָׁלִַ֔ם כִּי־הֵחֵ֥לּוּ הַפְּרֻצִ֖ים לְהִסָּתֵ֑ם וַיִּ֥חַר לָהֶ֖ם מְאֹֽד׃ ,כִּי־הֵחֵ֥לּוּ הַפְּרֻצִ֖ים 
16999,493651,Psalms 71:13,יִכְלוּ֮ ,Subj,יֵבֹ֣שׁוּ יִכְלוּ֮ שֹׂטְנֵ֪י נַ֫פְשִׁ֥י יַֽעֲט֣וּ חֶ֭רְפָּה וּכְלִמָּ֑ה מְ֝בַקְשֵׁ֗י רָעָתִֽי׃ ,יִכְלוּ֮ שֹׂטְנֵ֪י נַ֫פְשִׁ֥י 
13126,467089,2_Kings 17:18,נִשְׁאַ֔ר ,Adju,וַיִּתְאַנַּ֨ף יְהוָ֤ה מְאֹד֙ בְּיִשְׂרָאֵ֔ל וַיְסִרֵ֖ם מֵעַ֣ל פָּנָ֑יו לֹ֣א נִשְׁאַ֔ר רַ֛ק שֵׁ֥בֶט יְהוּדָ֖ה לְבַדֹּֽו׃ ,לֹ֣א נִשְׁאַ֔ר רַ֛ק שֵׁ֥בֶט יְהוּדָ֖ה לְבַדֹּֽו׃ 
19481,513878,2_Chronicles 19:6,יֹּ֣אמֶר ,Cmpl,וַיֹּ֣אמֶר אֶל־הַשֹּֽׁפְטִ֗ים רְאוּ֙ מָֽה־אַתֶּ֣ם עֹשִׂ֔ים כִּ֣י לֹ֧א לְאָדָ֛ם תִּשְׁפְּט֖וּ כִּ֣י לַיהוָ֑ה וְעִמָּכֶ֖ם בִּדְבַ֥ר מִשְׁפָּֽט׃ ,וַיֹּ֣אמֶר אֶל־הַשֹּֽׁפְטִ֗ים 
13839,471681,Isaiah 43:14,אָמַ֧ר ,Subj,כֹּֽה־אָמַ֧ר יְהוָ֛ה גֹּאַלְכֶ֖ם קְדֹ֣ושׁ יִשְׂרָאֵ֑ל לְמַעַנְכֶ֞ם שִׁלַּ֣חְתִּי בָבֶ֗לָה וְהֹורַדְתִּ֤י בָֽרִיחִים֙ כֻּלָּ֔ם וְכַשְׂדִּ֖ים בָּאֳנִיֹּ֥ות רִנָּתָֽם׃ ,כֹּֽה־אָמַ֧ר יְהוָ֛ה גֹּאַלְכֶ֖ם קְדֹ֣ושׁ יִשְׂרָאֵ֑ל 
16653,490541,Psalms 9:18,יָשׁ֣וּבוּ ,Cmpl,יָשׁ֣וּבוּ רְשָׁעִ֣ים לִשְׁאֹ֑ולָה כָּל־גֹּ֝ויִ֗ם שְׁכֵחֵ֥י אֱלֹהִֽים׃ ,יָשׁ֣וּבוּ רְשָׁעִ֣ים לִשְׁאֹ֑ולָה 
19780,515300,2_Chronicles 33:15,יָּסַר ,Cmpl,וַ֠יָּסַר אֶת־אֱלֹהֵ֨י הַנֵּכָ֤ר וְאֶת־הַסֶּ֨מֶל֙ מִבֵּ֣ית יְהוָ֔ה וְכָל־הַֽמִּזְבְּחֹ֗ות אֲשֶׁ֥ר בָּנָ֛ה בְּהַ֥ר בֵּית־יְהוָ֖ה וּבִירוּשָׁלִָ֑ם וַיַּשְׁלֵ֖ךְ ח֥וּצָה לָעִֽיר׃ ,וַ֠יָּסַר אֶת־אֱלֹהֵ֨י הַנֵּכָ֤ר וְאֶת־הַסֶּ֨מֶל֙ מִבֵּ֣ית יְהוָ֔ה 
12423,463586,1_Kings 17:1,עָמַ֣דְתִּי ,Cmpl,וַיֹּאמֶר֩ אֵלִיָּ֨הוּ הַתִּשְׁבִּ֜י מִתֹּשָׁבֵ֣י גִלְעָד֮ אֶל־אַחְאָב֒ חַי־יְהוָ֞ה אֱלֹהֵ֤י יִשְׂרָאֵל֙ אֲשֶׁ֣ר עָמַ֣דְתִּי לְפָנָ֔יו אִם־יִהְיֶ֛ה הַשָּׁנִ֥ים הָאֵ֖לֶּה טַ֣ל וּמָטָ֑ר כִּ֖י אִם־לְפִ֥י דְבָרִֽי׃ ס ,אֲשֶׁ֣ר עָמַ֣דְתִּי לְפָנָ֔יו 
17586,498044,Job 8:11,יִשְׂגֶּה־,Adju,הֲיִֽגְאֶה־גֹּ֭מֶא בְּלֹ֣א בִצָּ֑ה יִשְׂגֶּה־אָ֥חוּ בְלִי־מָֽיִם׃ ,יִשְׂגֶּה־אָ֥חוּ בְלִי־מָֽיִם׃ 
19282,512932,2_Chronicles 7:12,שָׁמַ֨עְתִּי֙ ,Objc,וַיֵּרָ֧א יְהוָ֛ה אֶל־שְׁלֹמֹ֖ה בַּלָּ֑יְלָה וַיֹּ֣אמֶר לֹ֗ו שָׁמַ֨עְתִּי֙ אֶת־תְּפִלָּתֶ֔ךָ וּבָחַ֜רְתִּי בַּמָּקֹ֥ום הַזֶּ֛ה לִ֖י לְבֵ֥ית זָֽבַח׃ ,שָׁמַ֨עְתִּי֙ אֶת־תְּפִלָּתֶ֔ךָ 
9426,449987,Joshua 12:1,הִכּ֤וּ ,Subj,וְאֵ֣לֶּה׀ מַלְכֵ֣י הָאָ֗רֶץ אֲשֶׁ֨ר הִכּ֤וּ בְנֵֽי־יִשְׂרָאֵל֙ וַיִּֽרְשׁ֣וּ אֶת־אַרְצָ֔ם בְּעֵ֥בֶר הַיַּרְדֵּ֖ן מִזְרְחָ֣ה הַשָּׁ֑מֶשׁ מִנַּ֤חַל אַרְנֹון֙ עַד־הַ֣ר חֶרְמֹ֔ון וְכָל־הָעֲרָבָ֖ה מִזְרָֽחָה׃ ,אֲשֶׁ֨ר הִכּ֤וּ בְנֵֽי־יִשְׂרָאֵל֙ 
17667,498742,Job 18:18,יֶ֭הְדְּפֻהוּ ,Cmpl,יֶ֭הְדְּפֻהוּ מֵאֹ֣ור אֶל־חֹ֑שֶׁךְ וּֽמִתֵּבֵ֥ל יְנִדֻּֽהוּ׃ ,יֶ֭הְדְּפֻהוּ מֵאֹ֣ור אֶל־חֹ֑שֶׁךְ 
5023,429412,Genesis 21:15,תַּשְׁלֵ֣ךְ ,Cmpl,וַיִּכְל֥וּ הַמַּ֖יִם מִן־הַחֵ֑מֶת וַתַּשְׁלֵ֣ךְ אֶת־הַיֶּ֔לֶד תַּ֖חַת אַחַ֥ד הַשִּׂיחִֽם׃ ,וַתַּשְׁלֵ֣ךְ אֶת־הַיֶּ֔לֶד תַּ֖חַת אַחַ֥ד הַשִּׂיחִֽם׃ 
7643,441368,Numbers 5:7,הִתְוַדּ֗וּ ,Objc,וְהִתְוַדּ֗וּ אֶֽת־חַטָּאתָם֮ אֲשֶׁ֣ר עָשׂוּ֒ וְהֵשִׁ֤יב אֶת־אֲשָׁמֹו֙ בְּרֹאשֹׁ֔ו וַחֲמִישִׁתֹ֖ו יֹסֵ֣ף עָלָ֑יו וְנָתַ֕ן לַאֲשֶׁ֖ר אָשַׁ֥ם לֹֽו׃ ,וְהִתְוַדּ֗וּ אֶֽת־חַטָּאתָם֮ 
12922,466212,2_Kings 9:30,תֵּ֣יטֶב ,Objc,וַיָּבֹ֥וא יֵה֖וּא יִזְרְעֶ֑אלָה וְאִיזֶ֣בֶל שָׁמְעָ֗ה וַתָּ֨שֶׂם בַּפּ֤וּךְ עֵינֶ֨יהָ֙ וַתֵּ֣יטֶב אֶת־רֹאשָׁ֔הּ וַתַּשְׁקֵ֖ף בְּעַ֥ד הַחַלֹּֽון׃ ,וַתֵּ֣יטֶב אֶת־רֹאשָׁ֔הּ 
9956,452477,Judges 10:18,יֹּאמְר֨וּ ,Subj,וַיֹּאמְר֨וּ הָעָ֜ם שָׂרֵ֤י גִלְעָד֙ אִ֣ישׁ אֶל־רֵעֵ֔הוּ מִ֣י הָאִ֔ישׁ אֲשֶׁ֣ר יָחֵ֔ל לְהִלָּחֵ֖ם בִּבְנֵ֣י עַמֹּ֑ון יִֽהְיֶ֣ה לְרֹ֔אשׁ לְכֹ֖ל יֹשְׁבֵ֥י גִלְעָֽד׃ פ ,וַיֹּאמְר֨וּ הָעָ֜ם שָׂרֵ֤י גִלְעָד֙ 
11834,461051,2_Samuel 24:10,סָפַ֣ר ,Objc,וַיַּ֤ךְ לֵב־דָּוִד֙ אֹתֹ֔ו אַחֲרֵי־כֵ֖ן סָפַ֣ר אֶת־הָעָ֑ם ס וַיֹּ֨אמֶר דָּוִ֜ד אֶל־יְהוָ֗ה חָטָ֤אתִי מְאֹד֙ אֲשֶׁ֣ר עָשִׂ֔יתִי וְעַתָּ֣ה יְהוָ֔ה הַֽעֲבֶר־נָא֙ אֶת־עֲוֹ֣ן עַבְדְּךָ֔ כִּ֥י נִסְכַּ֖לְתִּי מְאֹֽד׃ ,סָפַ֣ר אֶת־הָעָ֑ם ס 
5930,433870,Exodus 4:7,יָּ֥שֶׁב ,Adju,וַיֹּ֗אמֶר הָשֵׁ֤ב יָֽדְךָ֙ אֶל־חֵיקֶ֔ךָ וַיָּ֥שֶׁב יָדֹ֖ו אֶל־חֵיקֹ֑ו וַיֹּֽוצִאָהּ֙ מֵֽחֵיקֹ֔ו וְהִנֵּה־שָׁ֖בָה כִּבְשָׂרֹֽו׃ ,וַיָּ֥שֶׁב יָדֹ֖ו אֶל־חֵיקֹ֑ו 
19683,514869,2_Chronicles 29:22,יְקַבְּל֤וּ ,Objc,וַֽיִּשְׁחֲטוּ֙ הַבָּקָ֔ר וַיְקַבְּל֤וּ הַכֹּֽהֲנִים֙ אֶת־הַדָּ֔ם וַֽיִּזְרְק֖וּ הַמִּזְבֵּ֑חָה וַיִּשְׁחֲט֣וּ הָאֵלִ֗ים וַיִּזְרְק֤וּ הַדָּם֙ הַמִּזְבֵּ֔חָה וַֽיִּשְׁחֲטוּ֙ הַכְּבָשִׂ֔ים וַיִּזְרְק֥וּ הַדָּ֖ם הַמִּזְבֵּֽחָה׃ ,וַיְקַבְּל֤וּ הַכֹּֽהֲנִים֙ אֶת־הַדָּ֔ם 
12808,465682,2_Kings 6:22,יֵלְכ֖וּ ,Cmpl,וַיֹּ֨אמֶר֙ לֹ֣א תַכֶּ֔ה הַאֲשֶׁ֥ר שָׁבִ֛יתָ בְּחַרְבְּךָ֥ וּֽבְקַשְׁתְּךָ֖ אַתָּ֣ה מַכֶּ֑ה שִׂים֩ לֶ֨חֶם וָמַ֜יִם לִפְנֵיהֶ֗ם וְיֹֽאכְלוּ֙ וְיִשְׁתּ֔וּ וְיֵלְכ֖וּ אֶל־אֲדֹנֵיהֶֽם׃ ,וְיֵלְכ֖וּ אֶל־אֲדֹנֵיהֶֽם׃ 
17367,496107,Psalms 118:12,סַבּ֤וּנִי ,Adju,סַבּ֤וּנִי כִדְבֹורִ֗ים דֹּ֭עֲכוּ כְּאֵ֣שׁ קֹוצִ֑ים בְּשֵׁ֥ם יְ֝הוָ֗ה כִּ֣י אֲמִילַֽם׃ ,סַבּ֤וּנִי כִדְבֹורִ֗ים 
6258,435538,Exodus 18:15,יָבֹ֥א ,Subj,וַיֹּ֥אמֶר מֹשֶׁ֖ה לְחֹתְנֹ֑ו כִּֽי־יָבֹ֥א אֵלַ֛י הָעָ֖ם לִדְרֹ֥שׁ אֱלֹהִֽים׃ ,כִּֽי־יָבֹ֥א אֵלַ֛י הָעָ֖ם 
14677,478068,Jeremiah 36:32,יִּתְּנָהּ֮ ,Cmpl,וְיִרְמְיָ֜הוּ לָקַ֣ח׀ מְגִלָּ֣ה אַחֶ֗רֶת וַֽיִּתְּנָהּ֮ אֶל־בָּר֣וּךְ בֶּן־נֵרִיָּהוּ֮ הַסֹּפֵר֒ וַיִּכְתֹּ֤ב עָלֶ֨יהָ֙ מִפִּ֣י יִרְמְיָ֔הוּ אֵ֚ת כָּל־דִּבְרֵ֣י הַסֵּ֔פֶר אֲשֶׁ֥ר שָׂרַ֛ף יְהֹויָקִ֥ים מֶֽלֶךְ־יְהוּדָ֖ה בָּאֵ֑שׁ וְעֹ֨וד נֹוסַ֧ף עֲלֵיהֶ֛ם דְּבָרִ֥ים רַבִּ֖ים כָּהֵֽמָּה׃ ס ,וַֽיִּתְּנָהּ֮ אֶל־בָּר֣וּךְ בֶּן־נֵרִיָּהוּ֮ הַסֹּפֵר֒ 
5613,432329,Genesis 41:56,יִּפְתַּ֨ח ,Objc,וְהָרָעָ֣ב הָיָ֔ה עַ֖ל כָּל־פְּנֵ֣י הָאָ֑רֶץ וַיִּפְתַּ֨ח יֹוסֵ֜ף אֶֽת־כָּל־אֲשֶׁ֤ר בָּהֶם֙ וַיִּשְׁבֹּ֣ר לְמִצְרַ֔יִם וַיֶּחֱזַ֥ק הָֽרָעָ֖ב בְּאֶ֥רֶץ מִצְרָֽיִם׃ ,וַיִּפְתַּ֨ח יֹוסֵ֜ף אֶֽת־כָּל־
8097,443591,Numbers 23:14,יִּקָּחֵ֨הוּ֙ ,Loca,וַיִּקָּחֵ֨הוּ֙ שְׂדֵ֣ה צֹפִ֔ים אֶל־רֹ֖אשׁ הַפִּסְגָּ֑ה וַיִּ֨בֶן֙ שִׁבְעָ֣ה מִזְבְּחֹ֔ת וַיַּ֛עַל פָּ֥ר וָאַ֖יִל בַּמִּזְבֵּֽחַ׃ ,וַיִּקָּחֵ֨הוּ֙ שְׂדֵ֣ה צֹפִ֔ים אֶל־רֹ֖אשׁ הַפִּסְגָּ֑ה 
17149,494636,Psalms 89:4,נִ֝שְׁבַּ֗עְתִּי ,Cmpl,כָּרַ֣תִּֽי בְ֭רִית לִבְחִירִ֑י נִ֝שְׁבַּ֗עְתִּי לְדָוִ֥ד עַבְדִּֽי׃ ,נִ֝שְׁבַּ֗עְתִּי לְדָוִ֥ד עַבְדִּֽי׃ 
8847,447383,Deuteronomy 23:18,תִהְיֶ֥ה ,Subj,לֹא־תִהְיֶ֥ה קְדֵשָׁ֖ה מִבְּנֹ֣ות יִשְׂרָאֵ֑ל וְלֹֽא־יִהְיֶ֥ה קָדֵ֖שׁ מִבְּנֵ֥י יִשְׂרָאֵל׃ ,לֹא־תִהְיֶ֥ה קְדֵשָׁ֖ה מִבְּנֹ֣ות יִשְׂרָאֵ֑ל 
9650,451156,Judges 1:15,נָתַתָּ֥ה ,Objc,וַתֹּ֨אמֶר לֹ֜ו הָֽבָה־לִּ֣י בְרָכָ֗ה כִּ֣י אֶ֤רֶץ הַנֶּ֨גֶב֙ נְתַתָּ֔נִי וְנָתַתָּ֥ה לִ֖י גֻּלֹּ֣ת מָ֑יִם וַיִּתֶּן־לָ֣הּ כָּלֵ֗ב אֵ֚ת גֻּלֹּ֣ת עִלִּ֔ית וְאֵ֖ת גֻּלֹּ֥ת תַּחְתִּֽית׃ פ ,וְנָתַתָּ֥ה לִ֖י גֻּלֹּ֣ת מָ֑יִם 
15160,480890,Ezekiel 10:19,יֵּרֹ֨ומּוּ ,Adju,וַיִּשְׂא֣וּ הַכְּרוּבִ֣ים אֶת־כַּ֠נְפֵיהֶם וַיֵּרֹ֨ומּוּ מִן־הָאָ֤רֶץ לְעֵינַי֙ בְּצֵאתָ֔ם וְהָאֹֽופַנִּ֖ים לְעֻמָּתָ֑ם וַֽיַּעֲמֹ֗ד פֶּ֣תַח שַׁ֤עַר בֵּית־יְהוָה֙ הַקַּדְמֹונִ֔י וּכְבֹ֧וד אֱלֹהֵֽי־יִשְׂרָאֵ֛ל עֲלֵיהֶ֖ם מִלְמָֽעְלָה׃ ,וַיֵּרֹ֨ומּוּ מִן־הָאָ֤רֶץ לְעֵינַי֙ 
16022,486428,Joel 1:17,עָבְשׁ֣וּ ,Adju,עָבְשׁ֣וּ פְרֻדֹ֗ות תַּ֚חַת מֶגְרְפֹ֣תֵיהֶ֔ם נָשַׁ֨מּוּ֙ אֹֽצָרֹ֔ות נֶהֶרְס֖וּ מַמְּגֻרֹ֑ות כִּ֥י הֹבִ֖ישׁ דָּגָֽן׃ ,עָבְשׁ֣וּ פְרֻדֹ֗ות תַּ֚חַת מֶגְרְפֹ֣תֵיהֶ֔ם 
5336,430900,Genesis 31:12,רָאִ֔יתִי ,Objc,וַיֹּ֗אמֶר שָׂא־נָ֨א עֵינֶ֤יךָ וּרְאֵה֙ כָּל־הָֽעַתֻּדִים֙ הָעֹלִ֣ים עַל־הַצֹּ֔אן עֲקֻדִּ֥ים נְקֻדִּ֖ים וּבְרֻדִּ֑ים כִּ֣י רָאִ֔יתִי אֵ֛ת כָּל־אֲשֶׁ֥ר לָבָ֖ן עֹ֥שֶׂה לָּֽךְ׃ ,כִּ֣י רָאִ֔יתִי אֵ֛ת כָּל־
7715,441595,Numbers 7:11,יַקְרִ֨יבוּ֙ ,Adju,וַיֹּ֥אמֶר יְהוָ֖ה אֶל־מֹשֶׁ֑ה נָשִׂ֨יא אֶחָ֜ד לַיֹּ֗ום נָשִׂ֤יא אֶחָד֙ לַיֹּ֔ום יַקְרִ֨יבוּ֙ אֶת־קָרְבָּנָ֔ם לַחֲנֻכַּ֖ת הַמִּזְבֵּֽחַ׃ ס ,נָשִׂ֨יא אֶחָ֜ד לַיֹּ֗ום נָשִׂ֤יא אֶחָד֙ לַיֹּ֔ום יַקְרִ֨יבוּ֙ אֶת־קָרְבָּנָ֔ם לַחֲנֻכַּ֖ת הַמִּזְבֵּֽחַ׃ ס 
19743,515129,2_Chronicles 32:6,יִּקְבְּצֵ֣ם ,Cmpl,וַיִּתֵּ֛ן שָׂרֵ֥י מִלְחָמֹ֖ות עַל־הָעָ֑ם וַיִּקְבְּצֵ֣ם אֵלָ֗יו אֶל־רְחֹוב֙ שַׁ֣עַר הָעִ֔יר וַיְדַבֵּ֥ר עַל־לְבָבָ֖ם לֵאמֹֽר׃ ,וַיִּקְבְּצֵ֣ם אֵלָ֗יו אֶל־רְחֹוב֙ שַׁ֣עַר הָעִ֔יר 
18281,504691,Ecclesiastes 12:4,סֻגְּר֤וּ ,Subj,וְסֻגְּר֤וּ דְלָתַ֨יִם֙ בַּשּׁ֔וּק בִּשְׁפַ֖ל קֹ֣ול הַֽטַּחֲנָ֑ה וְיָקוּם֙ לְקֹ֣ול הַצִּפֹּ֔ור וְיִשַּׁ֖חוּ כָּל־בְּנֹ֥ות הַשִּֽׁיר׃ ,וְסֻגְּר֤וּ דְלָתַ֨יִם֙ בַּשּׁ֔וּק 
17877,500460,Proverbs 1:11,נֶאֶרְבָ֥ה ,Cmpl,אִם־יֹאמְרוּ֮ לְכָ֪ה אִ֫תָּ֥נוּ נֶאֶרְבָ֥ה לְדָ֑ם נִצְפְּנָ֖ה לְנָקִ֣י חִנָּֽם׃ ,נֶאֶרְבָ֥ה לְדָ֑ם 
15581,483533,Ezekiel 32:13,הַֽאֲבַדְתִּי֙ ,Adju,וְהַֽאֲבַדְתִּי֙ אֶת־כָּל־בְּהֶמְתָּ֔הּ מֵעַ֖ל מַ֣יִם רַבִּ֑ים וְלֹ֨א תִדְלָחֵ֤ם רֶֽגֶל־אָדָם֙ עֹ֔וד וּפַרְסֹ֥ות בְּהֵמָ֖ה לֹ֥א תִדְלָחֵֽם׃ ,וְהַֽאֲבַדְתִּי֙ אֶת־כָּל־בְּהֶמְתָּ֔הּ מֵעַ֖ל מַ֣יִם רַבִּ֑ים 
11743,460604,2_Samuel 20:17,תֹּ֧אמֶר ,Subj,וַיִּקְרַ֣ב אֵלֶ֔יהָ וַתֹּ֧אמֶר הָאִשָּׁ֛ה הַאַתָּ֥ה יֹואָ֖ב וַיֹּ֣אמֶר אָ֑נִי וַתֹּ֣אמֶר לֹ֗ו שְׁמַע֙ דִּבְרֵ֣י אֲמָתֶ֔ךָ וַיֹּ֖אמֶר שֹׁמֵ֥עַ אָנֹֽכִי׃ ,וַתֹּ֧אמֶר הָאִשָּׁ֛ה 
11429,459186,2_Samuel 12:19,מֵ֣ת ,Subj,וַיַּ֣רְא דָּוִ֗ד כִּ֤י עֲבָדָיו֙ מִֽתְלַחֲשִׁ֔ים וַיָּ֥בֶן דָּוִ֖ד כִּ֣י מֵ֣ת הַיָּ֑לֶד וַיֹּ֨אמֶר דָּוִ֧ד אֶל־עֲבָדָ֛יו הֲמֵ֥ת הַיֶּ֖לֶד וַיֹּ֥אמְרוּ מֵֽת׃ ,כִּ֣י מֵ֣ת הַיָּ֑לֶד 
14174,475143,Jeremiah 11:3,אָמַ֥ר ,Subj,וְאָמַרְתָּ֣ אֲלֵיהֶ֔ם כֹּֽה־אָמַ֥ר יְהוָ֖ה אֱלֹהֵ֣י יִשְׂרָאֵ֑ל אָר֣וּר הָאִ֔ישׁ אֲשֶׁר֙ לֹ֣א יִשְׁמַ֔ע אֶת־דִּבְרֵ֖י הַבְּרִ֥ית הַזֹּֽאת׃ ,כֹּֽה־אָמַ֥ר יְהוָ֖ה אֱלֹהֵ֣י יִשְׂרָאֵ֑ל 
18809,509179,Nehemiah 7:63,יִּקָּרֵ֖א ,Cmpl,וּמִן־הַכֹּ֣הֲנִ֔ים בְּנֵ֥י חֳבַיָּ֖ה בְּנֵ֣י הַקֹּ֑וץ בְּנֵ֣י בַרְזִלַּ֗י אֲשֶׁ֣ר לָ֠קַח מִבְּנֹ֞ות בַּרְזִלַּ֤י הַגִּלְעָדִי֙ אִשָּׁ֔ה וַיִּקָּרֵ֖א עַל־שְׁמָֽם׃ ,וַיִּקָּרֵ֖א עַל־שְׁמָֽם׃ 
6850,438046,Leviticus 4:4,סָמַ֤ךְ ,Cmpl,וְהֵבִ֣יא אֶת־הַפָּ֗ר אֶל־פֶּ֛תַח אֹ֥הֶל מֹועֵ֖ד לִפְנֵ֣י יְהוָ֑ה וְסָמַ֤ךְ אֶת־יָדֹו֙ עַל־רֹ֣אשׁ הַפָּ֔ר וְשָׁחַ֥ט אֶת־הַפָּ֖ר לִפְנֵ֥י יְהוָֽה׃ ,וְסָמַ֤ךְ אֶת־יָדֹו֙ עַל־רֹ֣אשׁ הַפָּ֔ר 
16409,489027,Zechariah 1:17,אָמַר֙ ,Subj,עֹ֣וד׀ קְרָ֣א לֵאמֹ֗ר כֹּ֤ה אָמַר֙ יְהוָ֣ה צְבָאֹ֔ות עֹ֛וד תְּפוּצֶ֥ינָה עָרַ֖י מִטֹּ֑וב וְנִחַ֨ם יְהוָ֥ה עֹוד֙ אֶת־צִיֹּ֔ון וּבָחַ֥ר עֹ֖וד בִּירוּשָׁלִָֽם׃ ס ,כֹּ֤ה אָמַר֙ יְהוָ֣ה צְבָאֹ֔ות 
